reporting_area,state_code,lat,lang,CO,NO2,OZONE,PM10,PM2.5,date,year,month,weekday,month_name,AQI
Keene,NH,42.9306,-72.2778,,,24,,31,1/1/2019 0:00,2019,1,1,January,31
Kennewick,WA,46.2183,-119.2015,,,,10,27,1/1/2019 0:00,2019,1,1,January,27
Ketchum (seasonal),ID,43.6826,-114.3711,,,,,71,1/1/2019 0:00,2019,1,1,January,71
Kihei,HI,20.7808,-156.4461,,,,,24,1/1/2019 0:00,2019,1,1,January,24
Klamath Falls,OR,42.1904,-121.7313,,,,,53,1/1/2019 0:00,2019,1,1,January,53
Knoxville,TN,35.975,-83.946,,,40,,42,1/1/2019 0:00,2019,1,1,January,42
Kona,HI,19.5097,-155.9133,,,,,10,1/1/2019 0:00,2019,1,1,January,10
Kootenai Tribe,ID,48.7056,-116.3689,,,,,28,1/1/2019 0:00,2019,1,1,January,28
La Crosse,WI,43.7781,-91.225,,,,,42,1/1/2019 0:00,2019,1,1,January,42
Lafayette,LA,30.2258,-92.0428,,,24,,42,1/1/2019 0:00,2019,1,1,January,42
Lake Charles,LA,30.2278,-93.5797,,,23,,50,1/1/2019 0:00,2019,1,1,January,50
Lake County,FL,28.703,-81.779,,,36,,35,1/1/2019 0:00,2019,1,1,January,36
Lake Elsinore,CA,33.6763,-117.3308,5,9,38,35,21,1/1/2019 0:00,2019,1,1,January,38
Lakeland,FL,28.0292,-81.9722,,,36,19,,1/1/2019 0:00,2019,1,1,January,36
Lakeview,OR,42.1892,-120.354,,,,,60,1/1/2019 0:00,2019,1,1,January,60
Lander,WY,42.53,-108.72,,,31,,13,1/1/2019 0:00,2019,1,1,January,31
Lansing,MI,42.7408,-84.5447,,,20,,30,1/1/2019 0:00,2019,1,1,January,30
Lapwai - Nez Perce Reservation,ID,46.3972,-116.8061,,,,,8,1/1/2019 0:00,2019,1,1,January,8
Laredo,TX,27.5069,-99.5079,,,16,,66,1/1/2019 0:00,2019,1,1,January,66
Las Vegas,NV,36.206,-115.223,,,39,16,25,1/1/2019 0:00,2019,1,1,January,39
Lassen Volcanic National Park,CA,40.5403,-121.5764,,,38,,,1/1/2019 0:00,2019,1,1,January,38
Lawton,OK,34.6,-98.423,,,27,11,50,1/1/2019 0:00,2019,1,1,January,50
Leavenworth,WA,47.5988,-120.6647,,,,,59,1/1/2019 0:00,2019,1,1,January,59
Lebanon,NH,43.6274,-72.3102,,,24,,48,1/1/2019 0:00,2019,1,1,January,48
Leech Lake Nation: Cass Lake,MN,47.3505,-94.2624,,,,,43,1/1/2019 0:00,2019,1,1,January,43
Lehigh Valley,PA,40.614,-75.59,,,30,,60,1/1/2019 0:00,2019,1,1,January,60
Lewiston,ID,46.4047,-117.0178,,,,,29,1/1/2019 0:00,2019,1,1,January,29
Lewistown,MT,47.0485,-109.4553,,,36,7,25,1/1/2019 0:00,2019,1,1,January,36
Libby,MT,48.388,-115.554,,,,18,66,1/1/2019 0:00,2019,1,1,January,66
Liberty/Clairton area,PA,40.3239,-79.8683,,,,,66,1/1/2019 0:00,2019,1,1,January,66
Lincoln,CA,38.89,-121.3,,,34,,76,1/1/2019 0:00,2019,1,1,January,76
Little Rock,AR,34.722,-92.354,,,16,,24,1/1/2019 0:00,2019,1,1,January,24
Livermore,CA,37.68,-121.77,,,30,,68,1/1/2019 0:00,2019,1,1,January,68
Logan,UT,41.7391,-111.8164,,,30,13,37,1/1/2019 0:00,2019,1,1,January,37
Lompoc,CA,34.6375,-120.4564,,,36,24,56,1/1/2019 0:00,2019,1,1,January,56
Londonderry,NH,42.8674,-71.3401,,,29,12,43,1/1/2019 0:00,2019,1,1,January,43
Lone Pine Paiute-Shoshone Reservation,CA,36.5975,-118.04,,,,9,27,1/1/2019 0:00,2019,1,1,January,27
Long Island,NY,40.768,-73.6202,,,31,,40,1/1/2019 0:00,2019,1,1,January,40
Lostwood,ND,48.6419,-102.4022,,,31,8,17,1/1/2019 0:00,2019,1,1,January,31
Louisville,KY,38.264,-85.712,,,26,10,49,1/1/2019 0:00,2019,1,1,January,49
Lower Hudson Valley Region,NY,41.74,-73.7654,,,28,,45,1/1/2019 0:00,2019,1,1,January,45
Lubbock,TX,33.5961,-101.8539,,,,,15,1/1/2019 0:00,2019,1,1,January,15
Ludington,MI,43.9553,-86.4525,,,29,,,1/1/2019 0:00,2019,1,1,January,29
Lynn,MA,42.4744,-70.9725,,,32,,36,1/1/2019 0:00,2019,1,1,January,36
Macon,GA,32.8408,-83.6325,,,,16,,1/1/2019 0:00,2019,1,1,January,16
Madera,CA,36.968,-120.077,,,50,,95,1/1/2019 0:00,2019,1,1,January,95
Madison,WI,43.12,-89.36,,,,,54,1/1/2019 0:00,2019,1,1,January,54
Madras,OR,44.6306,-121.1317,,,,,70,1/1/2019 0:00,2019,1,1,January,70
Makah Indian Tribe of Makah Indian Reservation,WA,48.3661,-124.61,,,,,62,1/1/2019 0:00,2019,1,1,January,62
Malta,MT,48.3175,-107.8625,,,32,4,9,1/1/2019 0:00,2019,1,1,January,32
Mammoth Cave National Park,KY,37.1319,-86.1478,,,30,,27,1/1/2019 0:00,2019,1,1,January,30
Mammoth Lakes,CA,37.6481,-118.9733,,,,43,64,1/1/2019 0:00,2019,1,1,January,64
Maple Falls,WA,48.9477,-122.1471,,,,,153,1/1/2019 0:00,2019,1,1,January,153
Mark Twain State Park,MO,39.4751,-91.789,,,19,6,,1/1/2019 0:00,2019,1,1,January,19
Marshall,MN,44.4572,-95.835,,,,,34,1/1/2019 0:00,2019,1,1,January,34
McCall,ID,44.9069,-116.1065,,,,,80,1/1/2019 0:00,2019,1,1,January,80
Medford,OR,42.3142,-122.8792,,,,,80,1/1/2019 0:00,2019,1,1,January,80
Medicine Bow National Forest,WY,41.36,-106.24,,,43,,,1/1/2019 0:00,2019,1,1,January,43
Melbourne,FL,28.115,-80.6319,,,34,13,29,1/1/2019 0:00,2019,1,1,January,34
Memphis,TN,35.106,-90.001,,,21,,45,1/1/2019 0:00,2019,1,1,January,45
Merced,CA,37.2963,-120.4844,,,50,,93,1/1/2019 0:00,2019,1,1,January,93
Mercer County,PA,41.262,-80.1875,,,25,,,1/1/2019 0:00,2019,1,1,January,25
Mesa Verde National Park,CO,37.1983,-108.4903,,,32,,,1/1/2019 0:00,2019,1,1,January,32
Metro Riverside CO,CA,34.0005,-117.4152,6,9,37,37,52,1/1/2019 0:00,2019,1,1,January,52
Metropolitan Baltimore,MD,39.301,-76.611,,,22,,48,1/1/2019 0:00,2019,1,1,January,48
Metropolitan Washington,DC,38.919,-77.013,,,23,15,50,1/1/2019 0:00,2019,1,1,January,50
Mexicali,MX,32.6245,-115.4523,,,17,103,157,1/1/2019 0:00,2019,1,1,January,157
Miami,OK,36.9222,-94.8389,,,,,50,1/1/2019 0:00,2019,1,1,January,50
Mid-Coast 1,ME,44.377,-68.2609,,,33,,13,1/1/2019 0:00,2019,1,1,January,33
Mid-Coast 2,ME,43.9179,-69.2608,,,33,,13,1/1/2019 0:00,2019,1,1,January,33
Mid-Coast 3,ME,44.2412,-68.7799,,,33,,13,1/1/2019 0:00,2019,1,1,January,33
Middletown,CT,41.5519,-72.6308,,,,,25,1/1/2019 0:00,2019,1,1,January,25
Midland-Odessa,TX,31.9974,-102.0789,,,,,50,1/1/2019 0:00,2019,1,1,January,50
Mille Lacs,MN,46.21,-93.76,,,,,18,1/1/2019 0:00,2019,1,1,January,18
Millville,NJ,39.4222,-75.0258,,,30,,45,1/1/2019 0:00,2019,1,1,January,45
Milton - Blue Hill Observatory,MA,42.2122,-71.1158,,,31,,,1/1/2019 0:00,2019,1,1,January,31
Milwaukee,WI,43.07,-87.88,,,28,14,47,1/1/2019 0:00,2019,1,1,January,47
Minneapolis-St. Paul,MN,44.955,-93.185,,,,,53,1/1/2019 0:00,2019,1,1,January,53
Mississippi Gulf Coast,MS,30.37,-89.1,,,,,51,1/1/2019 0:00,2019,1,1,January,51
Missoula,MT,46.8423,-114.0205,,,19,11,53,1/1/2019 0:00,2019,1,1,January,53
Modesto,CA,37.6598,-120.9939,,,50,28,55,1/1/2019 0:00,2019,1,1,January,55
Monmouth,NJ,40.1881,-74.0061,,,30,,45,1/1/2019 0:00,2019,1,1,January,45
Mono Lake,CA,38.0697,-118.9477,,,,4,,1/1/2019 0:00,2019,1,1,January,4
Monroe,LA,32.5097,-92.0461,,,26,,42,1/1/2019 0:00,2019,1,1,January,42
Moorhead,MN,46.8738,-96.7678,,,31,6,34,1/1/2019 0:00,2019,1,1,January,34
Morro Bay,CA,35.36,-120.83,,,33,22,49,1/1/2019 0:00,2019,1,1,January,49
Moscow,ID,46.728,-116.9557,,,,,19,1/1/2019 0:00,2019,1,1,January,19
Moses Lake,WA,47.1303,-119.2726,,,,,29,1/1/2019 0:00,2019,1,1,January,29
Mount Vernon,WA,48.41,-122.3375,,,,,31,1/1/2019 0:00,2019,1,1,January,31
Mountain View,HI,19.57,-155.0777,,,,,31,1/1/2019 0:00,2019,1,1,January,31
Muscatine,IA,41.4239,-91.0561,,,,,28,1/1/2019 0:00,2019,1,1,January,28
Myton,UT,40.1944,-110.0618,,,25,,,1/1/2019 0:00,2019,1,1,January,25
N Coastal Orange,CA,33.6738,-117.9258,3,9,34,24,59,1/1/2019 0:00,2019,1,1,January,59
NW Coastal LA,CA,34.0505,-118.4566,12,15,37,29,59,1/1/2019 0:00,2019,1,1,January,59
NW San Bernardino,CA,34.1038,-117.6291,7,11,31,42,59,1/1/2019 0:00,2019,1,1,January,59
Napa,CA,38.33,-122.28,,,35,,72,1/1/2019 0:00,2019,1,1,January,72
Naples,FL,26.142,-81.7948,,,33,,31,1/1/2019 0:00,2019,1,1,January,33
Narragansett,RI,41.4942,-71.4219,,,37,,27,1/1/2019 0:00,2019,1,1,January,37
Nashville,TN,36.171,-86.785,,,,,39,1/1/2019 0:00,2019,1,1,January,39
Nassau County,FL,30.5927,-81.822,,,29,,,1/1/2019 0:00,2019,1,1,January,29
Natomas,CA,38.6507,-121.5067,,,,,102,1/1/2019 0:00,2019,1,1,January,102
Nespelem,WA,48.1653,-118.9842,,,,,15,1/1/2019 0:00,2019,1,1,January,15
New Brunswick,NJ,40.4728,-74.4225,,,30,,53,1/1/2019 0:00,2019,1,1,January,53
New Haven,CT,41.3392,-72.9214,,,31,15,53,1/1/2019 0:00,2019,1,1,January,53
New Jersey,NJ,40.248,-74.49,,,31,,62,1/1/2019 0:00,2019,1,1,January,62
New Jersey Highlands,NJ,41,-74.75,,,30,,62,1/1/2019 0:00,2019,1,1,January,62
New London-Groton,CT,41.343,-72.03,,,,13,39,1/1/2019 0:00,2019,1,1,January,39
New Orleans,LA,30.066,-89.931,,,22,,84,1/1/2019 0:00,2019,1,1,January,84
New York City Region,NY,40.8419,-73.8359,,,27,20,53,1/1/2019 0:00,2019,1,1,January,53
Newark,NJ,40.7267,-74.1442,,,30,,55,1/1/2019 0:00,2019,1,1,January,55
Newcastle,WY,43.88,-104.19,,,34,,,1/1/2019 0:00,2019,1,1,January,34
Nez Perce Tribe,ID,46.335,-116.5359,,,34,,41,1/1/2019 0:00,2019,1,1,January,41
Niland,CA,33.2136,-115.5444,,,21,61,84,1/1/2019 0:00,2019,1,1,January,84
Nipomo,CA,35.03,-120.48,,,35,29,49,1/1/2019 0:00,2019,1,1,January,49
Nogales,AZ,31.3372,-110.9367,,,,34,56,1/1/2019 0:00,2019,1,1,January,56
Norco/Corona,CA,33.8584,-117.5285,6,9,38,51,54,1/1/2019 0:00,2019,1,1,January,54
North & West Suburbs (Chicago),IL,42.06,-87.8636,,,23,,44,1/1/2019 0:00,2019,1,1,January,44
North Adams,MA,42.7022,-73.1104,,,,,39,1/1/2019 0:00,2019,1,1,January,39
North Highlands,CA,38.7121,-121.3811,,,30,,102,1/1/2019 0:00,2019,1,1,January,102
North Orange CO,CA,34.9252,-117.9522,3,9,37,33,46,1/1/2019 0:00,2019,1,1,January,46
North Pole,AK,64.7511,-147.3519,,,,,101,1/1/2019 0:00,2019,1,1,January,101
North Twin Cities Metro,MN,45.21,-93.28,,,30,18,47,1/1/2019 0:00,2019,1,1,January,47
Northern 1,ME,46.6823,-68.0162,,,33,20,36,1/1/2019 0:00,2019,1,1,January,36
Northern 2,ME,47.3553,-68.3211,,,33,20,36,1/1/2019 0:00,2019,1,1,January,36
Northern Kentucky,KY,38.97,-84.66,,,,,44,1/1/2019 0:00,2019,1,1,January,44
Northern Virginia,VA,38.834,-77.276,,,23,15,50,1/1/2019 0:00,2019,1,1,January,50
Oak Harbor,WA,48.293,-122.6594,,,,,17,1/1/2019 0:00,2019,1,1,January,17
Oakland,CA,37.8,-122.27,,,31,,63,1/1/2019 0:00,2019,1,1,January,63
Oakridge,OR,43.7444,-122.4806,,,,,91,1/1/2019 0:00,2019,1,1,January,91
Ocala,FL,29.1871,-82.1404,,,40,,54,1/1/2019 0:00,2019,1,1,January,54
Ocean County/Colliers Mills,NJ,40.0653,-74.4456,,,30,,45,1/1/2019 0:00,2019,1,1,January,45
Ocean View,HI,19.1176,-155.7781,,,,,20,1/1/2019 0:00,2019,1,1,January,20
Ogden,UT,41.2259,-111.9722,,,31,7,33,1/1/2019 0:00,2019,1,1,January,33
Ojai,CA,34.448,-119.2313,,,35,,53,1/1/2019 0:00,2019,1,1,January,53
Okaloosa County,FL,30.577,-86.661,,,30,,,1/1/2019 0:00,2019,1,1,January,30
Oklahoma City,OK,35.467,-97.513,,,25,16,60,1/1/2019 0:00,2019,1,1,January,60
Olympia-Lacey-Tumwater,WA,47.0292,-122.8213,,,,,75,1/1/2019 0:00,2019,1,1,January,75
Omaha,NE,41.2655,-95.9836,5,,27,19,46,1/1/2019 0:00,2019,1,1,January,46
Omak,WA,48.3999,-119.519,,,,,40,1/1/2019 0:00,2019,1,1,January,40
Orlando,FL,28.505,-81.374,,,36,,35,1/1/2019 0:00,2019,1,1,January,36
Osceola County,FL,28.102,-81.0755,,,38,,35,1/1/2019 0:00,2019,1,1,January,38
Ouray,UT,40.0891,-109.6774,,,26,,,1/1/2019 0:00,2019,1,1,January,26
Owens Lake,CA,36.4365,-117.9601,,,,44,41,1/1/2019 0:00,2019,1,1,January,44
Owensboro,KY,37.7719,-87.1112,,,,,56,1/1/2019 0:00,2019,1,1,January,56
Oxnard,CA,34.2524,-119.1432,,,35,25,30,1/1/2019 0:00,2019,1,1,January,35
Paducah,KY,37.06,-88.57,,,,,54,1/1/2019 0:00,2019,1,1,January,54
Pahrump,NV,36.2083,-115.9839,,,,15,,1/1/2019 0:00,2019,1,1,January,15
Palmer,AK,61.6019,-149.1172,,,,2,5,1/1/2019 0:00,2019,1,1,January,5
Paso Robles,CA,35.63,-120.66,,,34,19,54,1/1/2019 0:00,2019,1,1,January,54
Pearl City,HI,21.3928,-157.9691,,,,19,30,1/1/2019 0:00,2019,1,1,January,30
Pendleton,OR,45.6522,-118.823,,,,,65,1/1/2019 0:00,2019,1,1,January,65
Pensacola,FL,30.59,-87.33,,,35,,27,1/1/2019 0:00,2019,1,1,January,35
Peoria,IL,40.687,-89.607,,,17,,25,1/1/2019 0:00,2019,1,1,January,25
Perris Vly,CA,33.7888,-117.2277,5,9,36,21,46,1/1/2019 0:00,2019,1,1,January,46
Petrified Forest National Park,AZ,34.8224,-109.8918,,,36,,,1/1/2019 0:00,2019,1,1,January,36
Phelan,CA,34.425,-117.5897,5,9,38,54,21,1/1/2019 0:00,2019,1,1,January,54
Philadelphia,PA,39.95,-75.151,,,28,,55,1/1/2019 0:00,2019,1,1,January,55
Phoenix,AZ,33.543,-112.071,36,,42,72,139,1/1/2019 0:00,2019,1,1,January,139
Pierre,SD,44.37,-100.29,,,,,36,1/1/2019 0:00,2019,1,1,January,36
Pikeville,KY,37.48,-82.54,,,,,27,1/1/2019 0:00,2019,1,1,January,27
Pinal Air Park,AZ,32.5083,-111.308,,,34,12,,1/1/2019 0:00,2019,1,1,January,34
Pinal County,AZ,32.954,-111.7622,,,34,45,70,1/1/2019 0:00,2019,1,1,January,70
Pinal County Housing,AZ,32.891,-111.5705,,,,17,,1/1/2019 0:00,2019,1,1,January,17
Pinehurst,ID,47.5364,-116.2367,,,,15,59,1/1/2019 0:00,2019,1,1,January,59
Pinnacles National Monument,CA,36.485,-121.1556,,,31,,,1/1/2019 0:00,2019,1,1,January,31
Piru,CA,34.4043,-118.8099,,,38,,35,1/1/2019 0:00,2019,1,1,January,38
Pittsburgh,PA,40.434,-79.984,,,29,,64,1/1/2019 0:00,2019,1,1,January,64
Pittsfield,MA,42.448,-73.2553,,,24,,39,1/1/2019 0:00,2019,1,1,January,39
Placerville,CA,38.7296,-120.7992,,,36,,,1/1/2019 0:00,2019,1,1,January,36
Pocatello,ID,42.8767,-112.4472,,,,12,30,1/1/2019 0:00,2019,1,1,January,30
Point Arena,CA,38.9088,-123.6931,,,28,11,,1/1/2019 0:00,2019,1,1,January,28
Pomona Walnut Vly,CA,34.0666,-117.75,8,11,32,52,50,1/1/2019 0:00,2019,1,1,January,52
Port Angeles,WA,48.1164,-123.4644,,,,,101,1/1/2019 0:00,2019,1,1,January,101
Port Townsend,WA,48.1292,-122.7794,,,,,64,1/1/2019 0:00,2019,1,1,January,64
Portland,OR,45.538,-122.656,,,6,,80,1/1/2019 0:00,2019,1,1,January,80
Portola,CA,39.8083,-120.4717,,,,,17,1/1/2019 0:00,2019,1,1,January,17
Portsmouth,NH,43.0149,-70.9047,,,31,10,32,1/1/2019 0:00,2019,1,1,January,32
Prineville,OR,44.2998,-120.8448,,,,,72,1/1/2019 0:00,2019,1,1,January,72
Providence,RI,41.817,-71.401,,,38,,55,1/1/2019 0:00,2019,1,1,January,55
Provo,UT,40.2334,-111.6582,,,31,5,30,1/1/2019 0:00,2019,1,1,January,31
Pullman,WA,46.7245,-117.1801,,,,,13,1/1/2019 0:00,2019,1,1,January,13
Quincy,CA,39.9369,-120.9478,,,,,24,1/1/2019 0:00,2019,1,1,January,24
Racine-Kenosha,WI,42.55,-87.82,,,,,37,1/1/2019 0:00,2019,1,1,January,37
Raleigh-Durham-Chapel Hill,NC,35.878,-78.787,,,24,17,59,1/1/2019 0:00,2019,1,1,January,59
Ramapo,NJ,41.0522,-74.0258,,,30,,45,1/1/2019 0:00,2019,1,1,January,45
Rapid City,SD,44.0873,-103.2737,,,29,44,68,1/1/2019 0:00,2019,1,1,January,68
Raymond,WA,46.6855,-123.7272,,,,,42,1/1/2019 0:00,2019,1,1,January,42
Red Bluff,CA,40.1786,-122.2347,,,33,,0,1/1/2019 0:00,2019,1,1,January,33
Red Hills,CA,35.65,-120.38,,,35,16,19,1/1/2019 0:00,2019,1,1,January,35
Red Lake,MN,47.8781,-95.0291,,,,,35,1/1/2019 0:00,2019,1,1,January,35
Redding,CA,40.5497,-122.3792,,,32,,67,1/1/2019 0:00,2019,1,1,January,67
Redwood City,CA,37.48,-122.22,,,33,,47,1/1/2019 0:00,2019,1,1,January,47
Reno-Sparks,NV,39.5,-119.7833,,,36,12,20,1/1/2019 0:00,2019,1,1,January,36
Richmond,VA,37.531,-77.475,,,20,,25,1/1/2019 0:00,2019,1,1,January,25
Rider University,NJ,40.2828,-74.7467,,,30,,45,1/1/2019 0:00,2019,1,1,January,45
Rio Vista,CA,38.2183,-121.77,,,,,76,1/1/2019 0:00,2019,1,1,January,76
Roanoke,VA,37.278,-79.958,,,,,33,1/1/2019 0:00,2019,1,1,January,33
Rochester,MN,43.9947,-92.4497,,,,,47,1/1/2019 0:00,2019,1,1,January,47
Rock Island-Moline,IL,41.5148,-90.5173,,,24,,42,1/1/2019 0:00,2019,1,1,January,42
Rockford,IL,42.287,-89.077,,,30,,,1/1/2019 0:00,2019,1,1,January,30
Rocky Mount,NC,35.9382,-77.7905,,,,,40,1/1/2019 0:00,2019,1,1,January,40
Rocky Mountain National Park,CO,40.2778,-105.5453,,,37,,,1/1/2019 0:00,2019,1,1,January,37
Roseburg,OR,43.2266,-123.3648,,,,,60,1/1/2019 0:00,2019,1,1,January,60
Roseville-Rocklin,CA,38.7712,-121.2631,,,29,14,76,1/1/2019 0:00,2019,1,1,January,76
Rutland,VT,43.6083,-72.9822,,,30,,54,1/1/2019 0:00,2019,1,1,January,54
S Central LA CO,CA,33.9288,-118.2108,11,19,33,54,52,1/1/2019 0:00,2019,1,1,January,54
S San Gabriel Vly,CA,34.0102,-118.0686,6,23,39,45,50,1/1/2019 0:00,2019,1,1,January,50
SW Coastal LA,CA,33.9541,-118.4302,10,15,40,51,59,1/1/2019 0:00,2019,1,1,January,59
SW San Bernardino,CA,34.0017,-117.6585,8,11,33,52,59,1/1/2019 0:00,2019,1,1,January,59
Sacramento,CA,38.567,-121.467,,,30,16,102,1/1/2019 0:00,2019,1,1,January,102
Saddleback Vly,CA,33.6302,-117.675,5,9,39,33,38,1/1/2019 0:00,2019,1,1,January,39
Saginaw,MI,43.4196,-83.9495,,,,,36,1/1/2019 0:00,2019,1,1,January,36
Saint Louis,MO,38.75,-90.383,,,16,6,46,1/1/2019 0:00,2019,1,1,January,46
Salem,OR,44.9431,-123.0059,,,,,77,1/1/2019 0:00,2019,1,1,January,77
Salinas,CA,36.6947,-121.6222,,,31,,58,1/1/2019 0:00,2019,1,1,January,58
Salmon,ID,45.1819,-113.8903,,,,,51,1/1/2019 0:00,2019,1,1,January,51
Salt Lake City,UT,40.777,-111.93,,,30,,58,1/1/2019 0:00,2019,1,1,January,58
San Antonio,TX,29.417,-98.484,,,20,,153,1/1/2019 0:00,2019,1,1,January,153
San Diego Coast,CA,32.709,-117.154,,,37,,25,1/1/2019 0:00,2019,1,1,January,37
San Diego Foothills,CA,32.842,-116.768,,,33,,21,1/1/2019 0:00,2019,1,1,January,33
San Diego Mesa and Inland Valley,CA,32.791,-116.942,,,33,,47,1/1/2019 0:00,2019,1,1,January,47
San Francisco,CA,37.75,-122.43,,,30,,63,1/1/2019 0:00,2019,1,1,January,63
San Gabriel Mts,CA,34.3927,-118.1152,3,9,38,54,41,1/1/2019 0:00,2019,1,1,January,54
San Jose,CA,37.33,-121.9,,,32,,57,1/1/2019 0:00,2019,1,1,January,57
San Juan County,NM,36.7741,-108.1644,,,35,4,,1/1/2019 0:00,2019,1,1,January,35
San Luis Obispo,CA,35.27,-120.66,,,34,20,42,1/1/2019 0:00,2019,1,1,January,42
San Rafael,CA,37.97,-122.52,,,31,,72,1/1/2019 0:00,2019,1,1,January,72
San Tan Valley,AZ,33.2191,-111.5611,,,,20,,1/1/2019 0:00,2019,1,1,January,20
Sand Island,HI,21.3039,-157.8711,,,32,,31,1/1/2019 0:00,2019,1,1,January,32
Sandpoint,ID,48.2918,-116.5566,,,,15,15,1/1/2019 0:00,2019,1,1,January,15
Santa Barbara,CA,34.4286,-119.71,,,32,28,62,1/1/2019 0:00,2019,1,1,January,62
Santa Clarita Vly,CA,34.3833,-118.5283,6,11,38,19,36,1/1/2019 0:00,2019,1,1,January,38
Santa Cruz,CA,36.9858,-121.9931,,,34,,14,1/1/2019 0:00,2019,1,1,January,34
Santa Maria,CA,34.9492,-120.4367,,,30,16,41,1/1/2019 0:00,2019,1,1,January,41
Santa Rosa,CA,38.45,-122.7,,,34,,72,1/1/2019 0:00,2019,1,1,January,72
Santa Rosa Rancheria,CA,36.2333,-119.7651,,,21,40,,1/1/2019 0:00,2019,1,1,January,40
Santa Ynez,CA,34.6083,-120.0747,,,31,,,1/1/2019 0:00,2019,1,1,January,31
Sarasota,FL,27.3259,-82.5499,,,35,13,28,1/1/2019 0:00,2019,1,1,January,35
Scranton / Wilkes-Barre,PA,41.3363,-75.7274,,,25,,,1/1/2019 0:00,2019,1,1,January,25
Seattle-Bellevue-Kent Valley,WA,47.562,-122.3405,,,12,,83,1/1/2019 0:00,2019,1,1,January,83
Seeley Lake,MT,47.1756,-113.4762,,,,,78,1/1/2019 0:00,2019,1,1,January,78
Seminole County,FL,28.803,-81.27,,,34,14,,1/1/2019 0:00,2019,1,1,January,34
Sequoia/Kings Canyon National Parks,CA,36.4894,-118.8269,,,37,,63,1/1/2019 0:00,2019,1,1,January,63
Shady Cove,OR,42.6232,-122.8102,,,,,60,1/1/2019 0:00,2019,1,1,January,60
Sheboygan,WI,43.67,-87.74,,,,,44,1/1/2019 0:00,2019,1,1,January,44
Shelton,WA,47.2256,-123.115,,,,,77,1/1/2019 0:00,2019,1,1,January,77
Shenandoah National Park,VA,38.5231,-78.4347,,,27,,13,1/1/2019 0:00,2019,1,1,January,27
Sheridan,WY,44.8,-106.96,,,18,18,,1/1/2019 0:00,2019,1,1,January,18
Shoshone-Bannock Tribes of Fort Hall Reservation,ID,42.9783,-112.455,,,,11,25,1/1/2019 0:00,2019,1,1,January,25
Shreveport,LA,32.5364,-93.749,,,26,,29,1/1/2019 0:00,2019,1,1,January,29
Sidney,MT,47.8034,-104.4856,,,34,6,17,1/1/2019 0:00,2019,1,1,January,34
Simi Valley,CA,34.2764,-118.6838,,,39,25,36,1/1/2019 0:00,2019,1,1,January,39
Sioux Falls,SD,43.5479,-96.7007,,,35,16,11,1/1/2019 0:00,2019,1,1,January,35
Sisters,OR,44.2921,-121.5555,,,,,50,1/1/2019 0:00,2019,1,1,January,50
Sloughhouse,CA,38.4945,-121.2111,,,31,,102,1/1/2019 0:00,2019,1,1,January,102
South & West Suburbs (Chicago),IL,41.7608,-87.8932,,,16,,53,1/1/2019 0:00,2019,1,1,January,53
South Bend,IN,41.694,-86.237,,,29,,41,1/1/2019 0:00,2019,1,1,January,41
South Coastal LA,CA,33.8236,-118.1886,6,15,34,39,63,1/1/2019 0:00,2019,1,1,January,63
South Lake Tahoe,CA,38.9099,-120.0151,,,,48,,1/1/2019 0:00,2019,1,1,January,48
South Twin Cities Metro,MN,44.71,-93.25,,,30,,50,1/1/2019 0:00,2019,1,1,January,50
Southeast LA CO,CA,33.9345,-118.0916,5,9,34,45,50,1/1/2019 0:00,2019,1,1,January,50
Southern Ute Indian Reservation,CO,37.1308,-107.6347,,,35,,,1/1/2019 0:00,2019,1,1,January,35
Southwest Coast 1,ME,43.561,-70.2073,,,34,,54,1/1/2019 0:00,2019,1,1,January,54
Southwest Coast 2,ME,43.3431,-70.4714,,,34,,54,1/1/2019 0:00,2019,1,1,January,54
Southwest Coast 3,ME,43.6602,-70.269,,,34,,54,1/1/2019 0:00,2019,1,1,January,54
Southwest Coast 4,ME,43.914,-69.967,,,34,,54,1/1/2019 0:00,2019,1,1,January,54
Spokane,WA,47.65,-117.4167,,,,29,68,1/1/2019 0:00,2019,1,1,January,68
Spokane Tribe of Spokane Reservation,WA,47.8853,-117.9887,,,,,40,1/1/2019 0:00,2019,1,1,January,40
Springdale (Springdale-Fayetteville-Bentonville),AR,36.1796,-94.1166,,,20,,55,1/1/2019 0:00,2019,1,1,January,55
Springfield,IL,39.844,-89.605,,,16,,,1/1/2019 0:00,2019,1,1,January,16
Springfield,MA,42.1,-72.584,,,,,56,1/1/2019 0:00,2019,1,1,January,56
Springfield,MO,37.2619,-93.2981,,,,6,,1/1/2019 0:00,2019,1,1,January,6
St. Cloud,MN,45.55,-94.1333,,,,,33,1/1/2019 0:00,2019,1,1,January,33
St. Joseph,MO,39.9544,-94.849,,,,16,44,1/1/2019 0:00,2019,1,1,January,44
St. Louis (Metro-east),IL,38.727,-89.959,,,15,,52,1/1/2019 0:00,2019,1,1,January,52
St. Maries,ID,47.3166,-116.5703,,,,,66,1/1/2019 0:00,2019,1,1,January,66
St. Petersburg,FL,27.791,-82.74,,,33,,38,1/1/2019 0:00,2019,1,1,January,38
Stafford,CT,41.9756,-72.3867,,,,,21,1/1/2019 0:00,2019,1,1,January,21
Stanfield,AZ,32.8811,-111.962,,,,45,,1/1/2019 0:00,2019,1,1,January,45
